Sample,Frequency(Hz),Amplitude CH1(V/rt(Hz)),Amplitude CH2(V/rt(Hz)),Title
47,1147.46,0.0000453795,0.00255945,UA741-5000 Gain
48,1171.88,0.0000451011,0.00266951,UA741-5000 Gain
49,1196.29,0.0000445,0.00275916,UA741-5000 Gain
50,1220.7,0.0000454529,0.00269311,UA741-5000 Gain
51,1245.12,0.0000474265,0.00258444,UA741-5000 Gain
52,1269.53,0.000046872,0.00248842,UA741-5000 Gain
53,1293.95,0.0000451992,0.00254975,UA741-5000 Gain
54,1318.36,0.0000446945,0.00257262,UA741-5000 Gain
55,1342.77,0.0000455499,0.00246234,UA741-5000 Gain
56,1367.19,0.0000460352,0.00239446,UA741-5000 Gain
57,1391.6,0.0000473114,0.00247622,UA741-5000 Gain
58,1416.02,0.0000495526,0.00252167,UA741-5000 Gain
59,1440.43,0.0000494966,0.0026014,UA741-5000 Gain
60,1464.84,0.0000483962,0.00267028,UA741-5000 Gain
61,1489.26,0.0000474628,0.00263796,UA741-5000 Gain
62,1513.67,0.0000464842,0.00263532,UA741-5000 Gain
63,1538.09,0.0000457763,0.00267542,UA741-5000 Gain
64,1562.5,0.0000455618,0.00264143,UA741-5000 Gain
65,1586.91,0.0000475969,0.00261033,UA741-5000 Gain
66,1611.33,0.0000476743,0.00261416,UA741-5000 Gain
67,1635.74,0.0000445413,0.00261114,UA741-5000 Gain
68,1660.16,0.0000438854,0.00258823,UA741-5000 Gain
69,1684.57,0.0000455163,0.0024293,UA741-5000 Gain
70,1708.98,0.000045122,0.00236184,UA741-5000 Gain
71,1733.4,0.0000449424,0.00258544,UA741-5000 Gain
72,1757.81,0.0000464833,0.0027151,UA741-5000 Gain
73,1782.23,0.0000469369,0.00264976,UA741-5000 Gain
74,1806.64,0.0000480554,0.00259437,UA741-5000 Gain
75,1831.05,0.000048948,0.00253835,UA741-5000 Gain
76,1855.47,0.0000474518,0.00245773,UA741-5000 Gain
77,1879.88,0.0000475493,0.0025001,UA741-5000 Gain
78,1904.3,0.00004749,0.00261521,UA741-5000 Gain
79,1928.71,0.0000459989,0.0026422,UA741-5000 Gain
80,1953.13,0.0000482829,0.00267596,UA741-5000 Gain
81,1977.54,0.0000496058,0.00291004,UA741-5000 Gain
82,2001.95,0.0000490458,0.00327012,UA741-5000 Gain
83,2026.37,0.0000490075,0.00344731,UA741-5000 Gain
84,2050.78,0.0000497501,0.00369783,UA741-5000 Gain
85,2075.2,0.0000537643,0.00423941,UA741-5000 Gain
86,2099.61,0.0000574424,0.0047094,UA741-5000 Gain
87,2124.02,0.0000631619,0.0053315,UA741-5000 Gain
88,2148.44,0.0000681967,0.00611271,UA741-5000 Gain
89,2172.85,0.0000719783,0.00668538,UA741-5000 Gain
90,2197.27,0.0000751942,0.00720861,UA741-5000 Gain
91,2221.68,0.0000779097,0.00768974,UA741-5000 Gain
92,2246.09,0.0000842183,0.00827763,UA741-5000 Gain
93,2270.51,0.0000904183,0.0093074,UA741-5000 Gain
94,2294.92,0.0000953237,0.0104294,UA741-5000 Gain
95,2319.34,0.000105568,0.0116048,UA741-5000 Gain
96,2343.75,0.000111688,0.0119961,UA741-5000 Gain
97,2368.16,0.000107261,0.0114787,UA741-5000 Gain
98,2392.58,0.000100659,0.0109345,UA741-5000 Gain
99,2416.99,0.0000933692,0.00985532,UA741-5000 Gain
100,2441.41,0.0000846419,0.00848641,UA741-5000 Gain
101,2465.82,0.0000754015,0.00728461,UA741-5000 Gain
102,2490.23,0.000066399,0.00592198,UA741-5000 Gain
103,2514.65,0.0000582499,0.00453047,UA741-5000 Gain
104,2539.06,0.0000531925,0.00371245,UA741-5000 Gain
105,2563.48,0.0000506764,0.00340424,UA741-5000 Gain
106,2587.89,0.0000487249,0.00318587,UA741-5000 Gain
107,2612.3,0.0000483336,0.00292333,UA741-5000 Gain
108,2636.72,0.0000476804,0.00284069,UA741-5000 Gain
109,2661.13,0.0000462694,0.00288282,UA741-5000 Gain
110,2685.55,0.0000449902,0.00281776,UA741-5000 Gain
111,2709.96,0.0000432446,0.00265035,UA741-5000 Gain
112,2734.38,0.0000448938,0.00258028,UA741-5000 Gain
113,2758.79,0.0000462697,0.00258827,UA741-5000 Gain
114,2783.2,0.0000454907,0.00255634,UA741-5000 Gain
115,2807.62,0.0000471545,0.00259524,UA741-5000 Gain
116,2832.03,0.0000481565,0.00267878,UA741-5000 Gain
117,2856.45,0.0000468533,0.00271152,UA741-5000 Gain
118,2880.86,0.0000461955,0.00262608,UA741-5000 Gain
119,2905.27,0.0000457086,0.0025727,UA741-5000 Gain
120,2929.69,0.0000452491,0.002465,UA741-5000 Gain
121,2954.1,0.0000462104,0.00239563,UA741-5000 Gain
122,2978.52,0.0000463976,0.00241441,UA741-5000 Gain
123,3002.93,0.000046421,0.00245983,UA741-5000 Gain
124,3027.34,0.0000473362,0.00239524,UA741-5000 Gain
125,3051.76,0.0000476186,0.00239443,UA741-5000 Gain
126,3076.17,0.0000501583,0.0025205,UA741-5000 Gain
127,3100.59,0.0000520647,0.00266056,UA741-5000 Gain
128,3125,0.0000498074,0.00265399,UA741-5000 Gain
129,3149.41,0.0000473457,0.00247935,UA741-5000 Gain
130,3173.83,0.0000455336,0.00238972,UA741-5000 Gain
131,3198.24,0.0000449978,0.00239419,UA741-5000 Gain
132,3222.66,0.0000465192,0.00240574,UA741-5000 Gain
133,3247.07,0.0000492118,0.00244405,UA741-5000 Gain
134,3271.48,0.0000492805,0.00244043,UA741-5000 Gain
135,3295.9,0.0000469088,0.00246168,UA741-5000 Gain
136,3320.31,0.0000457987,0.00240301,UA741-5000 Gain
137,3344.73,0.000046605,0.00234521,UA741-5000 Gain
138,3369.14,0.0000458631,0.00238687,UA741-5000 Gain
139,3393.55,0.0000449753,0.00238247,UA741-5000 Gain
140,3417.97,0.0000451566,0.00242862,UA741-5000 Gain
141,3442.38,0.0000457173,0.00251635,UA741-5000 Gain
142,3466.8,0.0000466732,0.00257355,UA741-5000 Gain
143,3491.21,0.0000470483,0.00256368,UA741-5000 Gain
144,3515.63,0.0000485082,0.00251189,UA741-5000 Gain
145,3540.04,0.0000489838,0.00245753,UA741-5000 Gain
146,3564.45,0.0000485525,0.0025147,UA741-5000 Gain
147,3588.87,0.0000499566,0.00264718,UA741-5000 Gain
148,3613.28,0.0000493764,0.00266642,UA741-5000 Gain
149,3637.7,0.0000493549,0.00257103,UA741-5000 Gain
150,3662.11,0.0000524475,0.00254813,UA741-5000 Gain
151,3686.52,0.0000531836,0.0025357,UA741-5000 Gain
152,3710.94,0.0000519457,0.00254077,UA741-5000 Gain
153,3735.35,0.0000502338,0.00260218,UA741-5000 Gain
154,3759.77,0.0000486583,0.00261745,UA741-5000 Gain
155,3784.18,0.0000461975,0.002552,UA741-5000 Gain
156,3808.59,0.0000476423,0.00259869,UA741-5000 Gain
157,3833.01,0.0000487409,0.00253917,UA741-5000 Gain
158,3857.42,0.0000479376,0.00233783,UA741-5000 Gain
159,3881.84,0.0000481232,0.00232617,UA741-5000 Gain
160,3906.25,0.0000494482,0.00246518,UA741-5000 Gain
161,3930.66,0.000049561,0.00247064,UA741-5000 Gain
162,3955.08,0.0000486482,0.00249778,UA741-5000 Gain
163,3979.49,0.0000475888,0.00260863,UA741-5000 Gain
164,4003.91,0.0000455725,0.00265526,UA741-5000 Gain
165,4028.32,0.000045233,0.00260681,UA741-5000 Gain
166,4052.73,0.0000461165,0.00264856,UA741-5000 Gain
167,4077.15,0.0000462422,0.00265102,UA741-5000 Gain
168,4101.56,0.0000477686,0.00262952,UA741-5000 Gain
169,4125.98,0.0000495089,0.00254583,UA741-5000 Gain
170,4150.39,0.0000506012,0.00245591,UA741-5000 Gain
171,4174.8,0.000050391,0.00236702,UA741-5000 Gain
172,4199.22,0.0000499893,0.00240825,UA741-5000 Gain
173,4223.63,0.000050101,0.00257736,UA741-5000 Gain
174,4248.05,0.0000484225,0.0026405,UA741-5000 Gain
175,4272.46,0.0000472372,0.0025601,UA741-5000 Gain
176,4296.88,0.0000469064,0.00255464,UA741-5000 Gain
177,4321.29,0.000045957,0.00267527,UA741-5000 Gain
178,4345.7,0.0000470392,0.00261038,UA741-5000 Gain
179,4370.12,0.0000488991,0.00239337,UA741-5000 Gain
180,4394.53,0.0000487936,0.00237921,UA741-5000 Gain
181,4418.95,0.0000484004,0.00238932,UA741-5000 Gain
182,4443.36,0.0000477871,0.00244845,UA741-5000 Gain
183,4467.77,0.000048282,0.00254261,UA741-5000 Gain
184,4492.19,0.0000487908,0.00262022,UA741-5000 Gain
185,4516.6,0.0000482167,0.00262708,UA741-5000 Gain
186,4541.02,0.0000471157,0.0025836,UA741-5000 Gain
187,4565.43,0.0000460405,0.00255694,UA741-5000 Gain
188,4589.84,0.0000463363,0.00249254,UA741-5000 Gain
189,4614.26,0.0000475864,0.00244541,UA741-5000 Gain
190,4638.67,0.0000488799,0.00250841,UA741-5000 Gain
191,4663.09,0.000049906,0.00260877,UA741-5000 Gain
192,4687.5,0.0000495963,0.00260708,UA741-5000 Gain
193,4711.91,0.0000480333,0.00256534,UA741-5000 Gain
194,4736.33,0.0000473075,0.00265136,UA741-5000 Gain
195,4760.74,0.0000495139,0.00268101,UA741-5000 Gain
196,4785.16,0.0000504794,0.00261881,UA741-5000 Gain
197,4809.57,0.0000469589,0.0024872,UA741-5000 Gain
198,4833.98,0.0000457336,0.00242927,UA741-5000 Gain
199,4858.4,0.0000481361,0.00249939,UA741-5000 Gain
200,4882.81,0.0000500997,0.00251934,UA741-5000 Gain
201,4907.23,0.0000484431,0.00252215,UA741-5000 Gain
202,4931.64,0.0000472355,0.00267051,UA741-5000 Gain
203,4956.05,0.0000461633,0.00269008,UA741-5000 Gain
204,4980.47,0.0000446117,0.00266012,UA741-5000 Gain
205,5004.88,0.0000443124,0.00272177,UA741-5000 Gain
206,5029.3,0.000043735,0.00259747,UA741-5000 Gain
207,5053.71,0.0000455625,0.00250735,UA741-5000 Gain
208,5078.13,0.0000484381,0.00255899,UA741-5000 Gain
209,5102.54,0.0000505253,0.0025656,UA741-5000 Gain
210,5126.95,0.0000495629,0.00247826,UA741-5000 Gain
211,5151.37,0.0000464944,0.00246387,UA741-5000 Gain
212,5175.78,0.000046101,0.00252884,UA741-5000 Gain
213,5200.2,0.0000492068,0.00251276,UA741-5000 Gain
214,5224.61,0.0000500321,0.00250681,UA741-5000 Gain
215,5249.02,0.0000483086,0.00251777,UA741-5000 Gain
216,5273.44,0.0000463693,0.00265139,UA741-5000 Gain
217,5297.85,0.0000465481,0.00264861,UA741-5000 Gain
218,5322.27,0.0000486023,0.00254743,UA741-5000 Gain
219,5346.68,0.0000499282,0.0025579,UA741-5000 Gain
220,5371.09,0.0000493509,0.00253339,UA741-5000 Gain
221,5395.51,0.0000494472,0.00246789,UA741-5000 Gain
222,5419.92,0.000048826,0.00238592,UA741-5000 Gain
223,5444.34,0.000048751,0.0024708,UA741-5000 Gain
224,5468.75,0.0000502656,0.00265745,UA741-5000 Gain
225,5493.16,0.000050459,0.00261875,UA741-5000 Gain
226,5517.58,0.0000473594,0.00245257,UA741-5000 Gain
227,5541.99,0.0000473027,0.00245554,UA741-5000 Gain
228,5566.41,0.0000493611,0.00262269,UA741-5000 Gain
229,5590.82,0.0000504208,0.00269203,UA741-5000 Gain
230,5615.23,0.000050343,0.00257989,UA741-5000 Gain
231,5639.65,0.0000492806,0.00252455,UA741-5000 Gain
232,5664.06,0.0000507848,0.00258917,UA741-5000 Gain
233,5688.48,0.0000526838,0.00260783,UA741-5000 Gain
234,5712.89,0.0000508947,0.00258162,UA741-5000 Gain
235,5737.3,0.000048782,0.00252563,UA741-5000 Gain
236,5761.72,0.0000474501,0.0025707,UA741-5000 Gain
237,5786.13,0.000048219,0.00265674,UA741-5000 Gain
238,5810.55,0.0000503967,0.00261093,UA741-5000 Gain
239,5834.96,0.0000486358,0.00256513,UA741-5000 Gain
240,5859.38,0.0000464325,0.00251923,UA741-5000 Gain
241,5883.79,0.0000461892,0.00246454,UA741-5000 Gain
242,5908.2,0.0000473657,0.00251183,UA741-5000 Gain
243,5932.62,0.0000474675,0.00245314,UA741-5000 Gain
244,5957.03,0.0000464874,0.00241699,UA741-5000 Gain
245,5981.45,0.0000464408,0.00265549,UA741-5000 Gain
246,6005.86,0.0000482444,0.00277799,UA741-5000 Gain
247,6030.27,0.000049011,0.00265247,UA741-5000 Gain
248,6054.69,0.0000477359,0.00258411,UA741-5000 Gain
249,6079.1,0.000045906,0.00252166,UA741-5000 Gain
250,6103.52,0.0000474184,0.00255435,UA741-5000 Gain
251,6127.93,0.0000489824,0.00249378,UA741-5000 Gain
252,6152.34,0.0000489575,0.00245694,UA741-5000 Gain
253,6176.76,0.000048519,0.00250636,UA741-5000 Gain
254,6201.17,0.0000497544,0.00248976,UA741-5000 Gain
255,6225.59,0.0000517823,0.00253888,UA741-5000 Gain
256,6250,0.0000519669,0.00270824,UA741-5000 Gain
257,6274.41,0.0000478439,0.00270479,UA741-5000 Gain
258,6298.83,0.0000453368,0.00257159,UA741-5000 Gain
259,6323.24,0.0000492999,0.00254881,UA741-5000 Gain
260,6347.66,0.0000504544,0.00267745,UA741-5000 Gain
261,6372.07,0.0000485673,0.00268661,UA741-5000 Gain
262,6396.48,0.0000470317,0.00257292,UA741-5000 Gain
263,6420.9,0.0000476444,0.00250546,UA741-5000 Gain
264,6445.31,0.0000483213,0.00255439,UA741-5000 Gain
265,6469.73,0.0000496971,0.00267287,UA741-5000 Gain
266,6494.14,0.0000494785,0.00274011,UA741-5000 Gain
267,6518.55,0.0000470442,0.00264404,UA741-5000 Gain
268,6542.97,0.0000451756,0.00253551,UA741-5000 Gain
269,6567.38,0.0000456915,0.00245255,UA741-5000 Gain
270,6591.8,0.0000470117,0.00246365,UA741-5000 Gain
271,6616.21,0.000046939,0.0023981,UA741-5000 Gain
272,6640.63,0.0000475376,0.00224297,UA741-5000 Gain
273,6665.04,0.000048135,0.00220809,UA741-5000 Gain
274,6689.45,0.0000470387,0.00222348,UA741-5000 Gain
275,6713.87,0.0000473449,0.00247442,UA741-5000 Gain
276,6738.28,0.00004854,0.00267334,UA741-5000 Gain
277,6762.7,0.0000486283,0.00262878,UA741-5000 Gain
278,6787.11,0.0000483865,0.00252093,UA741-5000 Gain
279,6811.52,0.0000480622,0.00245404,UA741-5000 Gain
280,6835.94,0.0000476526,0.00246026,UA741-5000 Gain
281,6860.35,0.0000467586,0.00248559,UA741-5000 Gain
282,6884.77,0.0000476675,0.00253259,UA741-5000 Gain
283,6909.18,0.0000497792,0.0025851,UA741-5000 Gain
284,6933.59,0.0000479952,0.00261368,UA741-5000 Gain
285,6958.01,0.0000476979,0.00259926,UA741-5000 Gain
286,6982.42,0.000049492,0.00271732,UA741-5000 Gain
287,7006.84,0.0000486873,0.00276243,UA741-5000 Gain
288,7031.25,0.0000470119,0.00262487,UA741-5000 Gain
289,7055.66,0.000046695,0.00253209,UA741-5000 Gain
290,7080.08,0.0000478841,0.00251778,UA741-5000 Gain
291,7104.49,0.0000481945,0.00249044,UA741-5000 Gain
292,7128.91,0.0000488679,0.00245863,UA741-5000 Gain
293,7153.32,0.0000500836,0.00242983,UA741-5000 Gain
294,7177.73,0.0000502993,0.00239156,UA741-5000 Gain
295,7202.15,0.0000482131,0.00237423,UA741-5000 Gain
296,7226.56,0.000046911,0.00252383,UA741-5000 Gain
297,7250.98,0.0000492861,0.00264669,UA741-5000 Gain
298,7275.39,0.0000501175,0.00253225,UA741-5000 Gain
299,7299.8,0.0000490706,0.00245255,UA741-5000 Gain
300,7324.22,0.0000488621,0.00247755,UA741-5000 Gain
301,7348.63,0.0000492116,0.00241444,UA741-5000 Gain
302,7373.05,0.0000489741,0.00240723,UA741-5000 Gain
303,7397.46,0.0000490228,0.00253698,UA741-5000 Gain
304,7421.88,0.0000477013,0.00253968,UA741-5000 Gain
305,7446.29,0.0000473187,0.00249296,UA741-5000 Gain
306,7470.7,0.0000494365,0.00261589,UA741-5000 Gain
307,7495.12,0.0000525726,0.00269999,UA741-5000 Gain
308,7519.53,0.0000503179,0.00248063,UA741-5000 Gain
309,7543.95,0.0000471542,0.0022884,UA741-5000 Gain
310,7568.36,0.0000464355,0.00225487,UA741-5000 Gain
311,7592.77,0.0000463126,0.00234337,UA741-5000 Gain
312,7617.19,0.0000454652,0.00244145,UA741-5000 Gain
313,7641.6,0.0000473422,0.00254697,UA741-5000 Gain
314,7666.02,0.0000485067,0.00256966,UA741-5000 Gain
315,7690.43,0.0000483864,0.0025238,UA741-5000 Gain
316,7714.84,0.0000485367,0.00255217,UA741-5000 Gain
317,7739.26,0.0000479221,0.0027682,UA741-5000 Gain
318,7763.67,0.0000482087,0.00274013,UA741-5000 Gain
319,7788.09,0.0000497471,0.0026447,UA741-5000 Gain
320,7812.5,0.0000494525,0.0026375,UA741-5000 Gain
321,7836.91,0.0000480379,0.00254502,UA741-5000 Gain
322,7861.33,0.000049055,0.00249176,UA741-5000 Gain
323,7885.74,0.0000521835,0.0025223,UA741-5000 Gain
324,7910.16,0.0000516288,0.00255272,UA741-5000 Gain
325,7934.57,0.0000499245,0.00277972,UA741-5000 Gain
326,7958.98,0.000082368,0.00747299,UA741-5000 Gain
327,7983.4,0.000154224,0.015534,UA741-5000 Gain
328,8007.81,0.000155777,0.0155826,UA741-5000 Gain
329,8032.23,0.0000862885,0.00771932,UA741-5000 Gain
330,8056.64,0.0000502883,0.00299017,UA741-5000 Gain
331,8081.05,0.0000495175,0.00262182,UA741-5000 Gain
332,8105.47,0.0000493208,0.00253191,UA741-5000 Gain
333,8129.88,0.0000477384,0.00248111,UA741-5000 Gain
334,8154.3,0.0000488958,0.00254454,UA741-5000 Gain
335,8178.71,0.0000497721,0.00256295,UA741-5000 Gain
336,8203.13,0.0000498668,0.00252631,UA741-5000 Gain
337,8227.54,0.0000494321,0.00264169,UA741-5000 Gain
338,8251.95,0.000049015,0.00270879,UA741-5000 Gain
339,8276.37,0.0000476034,0.00246786,UA741-5000 Gain
340,8300.78,0.0000478288,0.00244424,UA741-5000 Gain
341,8325.2,0.000050158,0.00253681,UA741-5000 Gain
342,8349.61,0.0000478406,0.00251058,UA741-5000 Gain
343,8374.02,0.00004682,0.00245471,UA741-5000 Gain
344,8398.44,0.0000477577,0.00249515,UA741-5000 Gain
345,8422.85,0.0000497314,0.00262214,UA741-5000 Gain
346,8447.27,0.0000504567,0.00261735,UA741-5000 Gain
347,8471.68,0.000049056,0.00269996,UA741-5000 Gain
348,8496.09,0.0000486526,0.00279343,UA741-5000 Gain
349,8520.51,0.0000498299,0.00254871,UA741-5000 Gain
350,8544.92,0.0000501704,0.00243019,UA741-5000 Gain
351,8569.34,0.0000500541,0.00252867,UA741-5000 Gain
352,8593.75,0.0000497011,0.00258832,UA741-5000 Gain
353,8618.16,0.0000508733,0.00255981,UA741-5000 Gain
354,8642.58,0.0000527283,0.00249367,UA741-5000 Gain
355,8666.99,0.000053001,0.00242248,UA741-5000 Gain
356,8691.41,0.0000502689,0.00243722,UA741-5000 Gain
357,8715.82,0.000049745,0.0025396,UA741-5000 Gain
358,8740.23,0.0000513813,0.00268519,UA741-5000 Gain
359,8764.65,0.0000510927,0.00256776,UA741-5000 Gain
360,8789.06,0.0000495932,0.00238166,UA741-5000 Gain
361,8813.48,0.000047854,0.00239705,UA741-5000 Gain
362,8837.89,0.0000489969,0.00248434,UA741-5000 Gain
363,8862.3,0.0000491871,0.00263824,UA741-5000 Gain
364,8886.72,0.0000472908,0.00262947,UA741-5000 Gain
365,8911.13,0.0000477696,0.00254091,UA741-5000 Gain
366,8935.55,0.0000492205,0.00246157,UA741-5000 Gain
367,8959.96,0.0000502749,0.00241187,UA741-5000 Gain
368,8984.38,0.0000498409,0.00258344,UA741-5000 Gain
369,9008.79,0.0000482221,0.00264721,UA741-5000 Gain
370,9033.2,0.0000461417,0.00248903,UA741-5000 Gain
371,9057.62,0.0000443209,0.00236188,UA741-5000 Gain
372,9082.03,0.0000448877,0.00233016,UA741-5000 Gain
373,9106.45,0.0000471178,0.00243301,UA741-5000 Gain
374,9130.86,0.0000480531,0.00252194,UA741-5000 Gain
375,9155.27,0.0000484193,0.00250071,UA741-5000 Gain
376,9179.69,0.0000472978,0.00241032,UA741-5000 Gain
377,9204.1,0.0000476761,0.00246207,UA741-5000 Gain
378,9228.52,0.0000484098,0.00265061,UA741-5000 Gain
379,9252.93,0.0000478434,0.00273173,UA741-5000 Gain
380,9277.34,0.0000494489,0.00258678,UA741-5000 Gain
381,9301.76,0.0000501874,0.00249706,UA741-5000 Gain
382,9326.17,0.0000475302,0.00241843,UA741-5000 Gain
383,9350.59,0.0000444425,0.00235031,UA741-5000 Gain
384,9375,0.0000457024,0.00231507,UA741-5000 Gain
385,9399.41,0.0000478658,0.00234984,UA741-5000 Gain
386,9423.83,0.0000484193,0.00236064,UA741-5000 Gain
387,9448.24,0.0000484082,0.00245818,UA741-5000 Gain
388,9472.66,0.0000490848,0.00262777,UA741-5000 Gain
389,9497.07,0.0000482112,0.00266775,UA741-5000 Gain
390,9521.48,0.0000473562,0.00250934,UA741-5000 Gain
391,9545.9,0.0000490004,0.00258495,UA741-5000 Gain
392,9570.31,0.0000485442,0.00273848,UA741-5000 Gain
393,9594.73,0.0000479181,0.00264556,UA741-5000 Gain
394,9619.14,0.0000496541,0.00257943,UA741-5000 Gain
395,9643.55,0.000051217,0.00264211,UA741-5000 Gain
396,9667.97,0.0000513432,0.00259043,UA741-5000 Gain
397,9692.38,0.0000507568,0.00249442,UA741-5000 Gain
398,9716.8,0.0000510839,0.00254038,UA741-5000 Gain
399,9741.21,0.0000538516,0.00285675,UA741-5000 Gain
400,9765.63,0.0000528522,0.00285183,UA741-5000 Gain
401,9790.04,0.0000490909,0.00256994,UA741-5000 Gain
402,9814.45,0.0000479038,0.00248506,UA741-5000 Gain
403,9838.87,0.0000482758,0.00247946,UA741-5000 Gain
404,9863.28,0.0000473941,0.0025757,UA741-5000 Gain
405,9887.7,0.00004606,0.00264388,UA741-5000 Gain
406,9912.11,0.0000480702,0.00263846,UA741-5000 Gain
407,9936.52,0.0000497646,0.00266051,UA741-5000 Gain
408,9960.94,0.0000494479,0.00267742,UA741-5000 Gain
409,9985.35,0.0000487831,0.00287592,UA741-5000 Gain
410,10009.8,0.0000494033,0.00279592,UA741-5000 Gain
411,10034.2,0.0000507342,0.00250228,UA741-5000 Gain
412,10058.6,0.0000533369,0.00256109,UA741-5000 Gain
413,10083,0.0000534611,0.00266217,UA741-5000 Gain
414,10107.4,0.0000513503,0.0026091,UA741-5000 Gain
415,10131.8,0.0000482435,0.00253221,UA741-5000 Gain
416,10156.3,0.0000465287,0.00246514,UA741-5000 Gain
417,10180.7,0.0000456689,0.00249936,UA741-5000 Gain
418,10205.1,0.0000478892,0.00256574,UA741-5000 Gain
419,10229.5,0.0000514951,0.00280954,UA741-5000 Gain
420,10253.9,0.0000502766,0.00302873,UA741-5000 Gain
421,10278.3,0.0000481741,0.00281413,UA741-5000 Gain
422,10302.7,0.0000503664,0.00262578,UA741-5000 Gain
423,10327.1,0.000049298,0.00256091,UA741-5000 Gain
424,10351.6,0.0000491301,0.00268026,UA741-5000 Gain
425,10376,0.0000490309,0.00276898,UA741-5000 Gain
426,10400.4,0.0000478944,0.00258337,UA741-5000 Gain
427,10424.8,0.0000480826,0.00246284,UA741-5000 Gain
428,10449.2,0.0000483189,0.0024766,UA741-5000 Gain
429,10473.6,0.0000491707,0.00262238,UA741-5000 Gain
430,10498,0.0000495672,0.00281141,UA741-5000 Gain
431,10522.5,0.000047332,0.00266438,UA741-5000 Gain
432,10546.9,0.0000442953,0.00247933,UA741-5000 Gain
433,10571.3,0.0000463116,0.00249068,UA741-5000 Gain
434,10595.7,0.0000504183,0.00249315,UA741-5000 Gain
435,10620.1,0.0000505938,0.00250355,UA741-5000 Gain
436,10644.5,0.000046807,0.00246443,UA741-5000 Gain
437,10668.9,0.0000467623,0.00241251,UA741-5000 Gain
438,10693.4,0.0000513055,0.00253501,UA741-5000 Gain
439,10717.8,0.0000528643,0.00266253,UA741-5000 Gain
440,10742.2,0.0000495445,0.00267881,UA741-5000 Gain
441,10766.6,0.000047965,0.00265467,UA741-5000 Gain
442,10791,0.0000490858,0.00264821,UA741-5000 Gain
443,10815.4,0.0000483389,0.00263459,UA741-5000 Gain
444,10839.8,0.0000469019,0.00260252,UA741-5000 Gain
445,10864.3,0.0000476426,0.00258223,UA741-5000 Gain
446,10888.7,0.0000473941,0.0025384,UA741-5000 Gain
447,10913.1,0.0000461765,0.00247243,UA741-5000 Gain
448,10937.5,0.000046588,0.00251446,UA741-5000 Gain
449,10961.9,0.0000468206,0.00259097,UA741-5000 Gain
450,10986.3,0.0000471648,0.00278141,UA741-5000 Gain
451,11010.7,0.0000492487,0.002699,UA741-5000 Gain
